Id	Physiological System	Organ	Tissue/Cell line	Tissue/Cell line	Tissue/Cell line	Tissue/Cell line	Tissue/Cell line
506	Respiratory	Lung	other	 SCLC	 ASCL1-	" NCI-H526 cells	"	
933	Respiratory	Lung	other	 SCLC	" GLC16 cells	"		
517	Respiratory	Lung	other	 SCLC	" NCI-H2171 cells	"		
899	Respiratory	Lung	other	 squamous cells	" NCI-H1703 cells	"		
63	Respiratory	Lung	smooth muscle	 bronchus	" 1° cells	"		
61	Respiratory	Lung	whole lung				
930	Skeletal	Bone	bone marrow	 stromal	" 1° cells	"		
574	Skeletal	Bone	bone marrow	 stromal	" HS-27A cells	"		
575	Skeletal	Bone	Ewing's sarcoma	" EWS502 cells	"			
576	Skeletal	Bone	Ewing's sarcoma	" SKMNC cells	"			
182	Skeletal	Bone	Ewing's sarcoma	" TC71 cells	"			
931	Skeletal	Bone	fibroblasts	 long bones	" IDG-SW3	"		
165	Skeletal	Bone	fibroblasts	" synovial	"			
669	Skeletal	Bone	jaw	" maxillary arch	"			
577	Skeletal	Bone	osteoblasts	" 1° cells	"			
30	Skeletal	Bone	osteoblasts	" hFOB cells	"			
241	Skeletal	Bone	osteoblasts	" MC3T3-E1 cells	"			
31	Skeletal	Bone	osteoblasts	" SaOS2 cells	"			
1280	Skeletal	Bone	osteoblasts	 trabecular	" 1° cells	"		
32	Skeletal	Bone	osteoblasts	" U2OS cells	"			
143	Skeletal	Bone	osteoblasts	" U2OS-ER± cells	"			
33	Skeletal	Bone	osteoblasts	" U2OS-ER² cells	"			
261	Skeletal	Bone	osteoblasts	" U2OS-GR cells	"			
578	Skeletal	Bone	osteoblasts	" unspecified	"			
670	Skeletal	Bone	osteoclasts	" 1° cells	"			
260	Skeletal	Bone	other	" calvarium	"			
579	Skeletal	Bone	other	 pelvis	 epithelial	" HT-1080 cells	"	
580	Skeletal	Bone	other	 sacrum	" UCH-1 cells	"		
34	Skeletal	Bone	other	 tibia	" whole	"		
242	Skeletal	Cartilage	chondrocytes	" growth plate	"			
152	Skeletal	Cartilage	chondrocytes	" JW0111 cells	"			
671	Skeletal	Cartilage	chondrocytes	" rib	"			
581	Skeletal	Cartilage	fibroblasts	" SW1353 cells	"			
